441,1
709,1
243,1
401,1
364,1
209,1
851,1
594,1
605,1
129,1
457,1
322,1
844,1
705,1
693,1
276,1
165,1
29,1
921,1
957,1
772,1
981,1
310,1
199,1
493,1
214,1
616,1
964,1
262,1
864,1
442,1
127,1
953,1
694,1
286,1
203,1
369,1
372,1
465,1
58,1
651,1
426,1
432,1
861,1
748,1
159,1
193,1
726,1
160,1
542,1
103,1
527,1
343,1
644,1
240,1
686,1
681,1
842,1
205,1
105,1
665,1
570,1
446,1
307,1
524,1
139,1
637,1
267,1
313,1
609,1
102,1
748,1
532,1
791,1
409,1
514,1
478,1
391,1
219,1
17,1
406,1
378,1
539,1
48,1
333,1
620,1
618,1
648,1
300,1
510,1
886,1
90,1
308,1
468,1
5,1
378,1
885,1
430,1
821,1
244,1
